세부항목,규제내용,컴플라이언스,매핑ID,매핑여부(직접매핑/해당없음),감사가능,감사방법(AWS 콘솔/CLI),권장해결(요약),,,,
이상행위 탐지 실패,접근·변경 로그 미검토 시 침해 징후를 놓침. 다중 사업자 환경은 로그 제공 범위 불명확 시 책임 소재가 모호.,SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;12.0-01;12.0-02;12.0-03;12.0-04;12.0-05;16.0-01;16.0-02;16.0-03;16.0-05;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;5.0-05;6.0-04;7.0-01;7.0-02;7.0-03;7.0-04;7.0-05;8.0-01,직접매핑,예,AWS 콘솔/CLI,최소권한·계정보호·SCP 적용 / 로깅·감사·무결성 보호 활성화 / 데이터 품질·라인리지·카탈로그 강화 / 모델/컨테이너 무결성·버전 관리 / 보안 모니터링·탐지/알림 / 네트워크 경계 강화·사설 경로 사용 / 변경관리/승인 기반 CI/CD
시간 동기화 불일치 장기화,시간 불일치가 장기화되면 감사·사고 분석 신뢰성 저하.,SAGE-Threat,3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화
보안 설정 변경 시도 미탐지,보안 설정 변경이 탐지되지 않으면 무단 설정 변경·위험 노출.,SAGE-Threat,16.0-01;16.0-02;16.0-03;16.0-05;3.0-01;6.0-04;7.0-01;7.0-02;7.0-03;7.0-04;7.0-05,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 모델/컨테이너 무결성·버전 관리 / 보안 모니터링·탐지/알림 / 변경관리/승인 기반 CI/CD
로깅 부재로 침해 미탐지,로그인 실패·삭제·에러·설정 변경 로그 미수집 시 사고 원인·주체 추적 불가.,SAGE-Threat,16.0-01;16.0-02;16.0-03;16.0-05;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;6.0-04;7.0-01;7.0-02;7.0-03;7.0-04;7.0-05;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 보존·백업·파기 정책 자동화 / 모델/컨테이너 무결성·버전 관리 / 보안 모니터링·탐지/알림 / 변경관리/승인 기반 CI/CD
임계치 미정의로 인한 탐지·대응 지연,탐지 기준·임계치 미설정 시 위협 탐지 실패·대응 지연 발생.,SAGE-Threat,6.0-04;7.0-01;7.0-02;7.0-03;7.0-04;7.0-05,직접매핑,예,AWS 콘솔/CLI,모델/컨테이너 무결성·버전 관리 / 보안 모니터링·탐지/알림
모니터링 실패로 인한 위험 미탐지,자동 수집·분석·보고 체계 부재로 규정 준수 및 위험 관리에 실패할 수 있음,SAGE-Threat,6.0-04;7.0-01;7.0-02;7.0-03;7.0-04;7.0-05,직접매핑,예,AWS 콘솔/CLI,모델/컨테이너 무결성·버전 관리 / 보안 모니터링·탐지/알림
구형 모델/데이터가 잔존으로 인한 민감정보 유출 및 취약 모델 재사용 위험,취약 모델이나 만료 데이터가 남아 재사용되면 민감정보 유출·취약점 재노출 발생,SAGE-Threat,4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;6.0-01;6.0-02;6.0-05;6.0-07;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,보존·백업·파기 정책 자동화 / 모델/컨테이너 무결성·버전 관리
민감정보 라벨링 부재,민감 필드 태깅이 없으면 보호조치(접근 통제·암호화·파기)가 적용되지 않아 노출 위험.,SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;2.0-01;2.0-02;2.0-03;2.0-04;2.0-05;2.0-06;2.0-07;2.0-08;2.0-09;2.0-10;2.0-11;2.0-12;2.0-13;2.0-14;2.0-15;2.0-16;4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;8.0-01;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,저장·전송 구간 암호화(SSE-KMS/HTTPS/TLS) 적용 / 최소권한·계정보호·SCP 적용 / 보존·백업·파기 정책 자동화 / 네트워크 경계 강화·사설 경로 사용
컨테이너 무단 접근·데이터 변조·삭제로 인한 개인정보 손상,컨테이너 권한 통제가 부실해 데이터 유출·삭제·모델 변조 가능,SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;6.0-03;6.0-04;6.0-07;8.0-01;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,최소권한·계정보호·SCP 적용 / 보존·백업·파기 정책 자동화 / 모델/컨테이너 무결성·버전 관리 / 네트워크 경계 강화·사설 경로 사용
민감정보 식별 불가로 인한 접근권한 오남용 및 데이터 유출,"데이터 분류·라벨링 부재로 권한 없는 사용자가 PII에 접근하여 데이터가 유출할 수 있으므로, 자동 분류·태깅·로그 모니터링 필요.",SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;6.0-04;7.0-01;7.0-02;7.0-03;7.0-04;7.0-05;8.0-01,직접매핑,예,AWS 콘솔/CLI,최소권한·계정보호·SCP 적용 / 로깅·감사·무결성 보호 활성화 / 모델/컨테이너 무결성·버전 관리 / 보안 모니터링·탐지/알림 / 네트워크 경계 강화·사설 경로 사용
개발 및 운영 권한 혼용,계정 분리 실패 시 개발자가 운영 데이터에 접근하여 실수·남용 발생. 환경별 계정 분리 필수.,SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;11.0-01;11.0-02;11.0-03;11.0-04;16.0-01;16.0-02;16.0-03;8.0-01,직접매핑,예,AWS 콘솔/CLI,최소권한·계정보호·SCP 적용 / 네트워크 경계 강화·사설 경로 사용 / 환경 분리·테넌시 격리·마스킹 / 변경관리/승인 기반 CI/CD
장기 미사용 계정 잔존,계정 철회 미흡으로 퇴사자·장기 미사용 계정이 남아 무단 접근 가능,SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;8.0-01,직접매핑,예,AWS 콘솔/CLI,최소권한·계정보호·SCP 적용 / 네트워크 경계 강화·사설 경로 사용
권한 변경 이력 미기록으로 인한 권한 오남용,권한 변경·부여·철회 이력이 없으면 내부자 오남용 및 무단 접근 추적 불가. 감사 로그 보관·주기적 검토 필요.,SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;16.0-01;16.0-02;16.0-03;16.0-05;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;8.0-01,직접매핑,예,AWS 콘솔/CLI,최소권한·계정보호·SCP 적용 / 로깅·감사·무결성 보호 활성화 / 네트워크 경계 강화·사설 경로 사용 / 변경관리/승인 기반 CI/CD
개인정보 무단 접근 및 장기보관,접근제어·보존기간 준수 실패로 데이터의 무단 접근 및 불필요한 장기 저장 발생,SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;8.0-01;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,최소권한·계정보호·SCP 적용 / 보존·백업·파기 정책 자동화 / 네트워크 경계 강화·사설 경로 사용
코드 변경 추적 불가,Git 로그·릴리스 태그 등 변경 추적이 없으면 악성코드 삽입 혹은 오류 추적이 불가능함,SAGE-Threat,16.0-01;16.0-02;16.0-03;16.0-05;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 변경관리/승인 기반 CI/CD
미승인 코드 배포,승인·검증 없는 코드·설정 배포는 취약점·버그를 바로 운영으로 유입시킴. 파이프라인 실행 기록·승인 증빙 필요.,SAGE-Threat,11.0-01;11.0-02;11.0-03;11.0-04;16.0-01;16.0-02;16.0-03;16.0-05;3.0-01,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 환경 분리·테넌시 격리·마스킹 / 변경관리/승인 기반 CI/CD
연구·통계 목적 예외의 오용으로 인한 개인정보의 노출,"연구·통계 목적으로 허용된 데이터가 다른 운영·학습 목적으로 오용되면, 원래 보호되어야 할 개인정보(가명·익명화 대상)가 가명처리 없이 남아 유출 위험이 커짐.",SAGE-Threat,11.0-01;11.0-02;11.0-03;11.0-04;13.0-01;13.0-02;13.0-03;13.0-04;16.0-01;16.0-02;16.0-03,직접매핑,예,AWS 콘솔/CLI,환경 분리·테넌시 격리·마스킹 / 변경관리/승인 기반 CI/CD
로그 및 화면 내 개인정보/민감정보 평문 노출,"로그, 관리자 콘솔, 대시보드 등에 개인정보가 마스킹 없이 노출되면 내부자나 침입자가 쉽게 획득할 수 있고, 시스템 접근정보(아이디·토큰 등) 유출로 확장될 수 있음.",SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;10.0-01;10.0-02;10.0-04;11.0-03;13.0-01;13.0-02;13.0-03;13.0-04;2.0-01;2.0-02;2.0-03;2.0-04;2.0-05;2.0-06;2.0-07;2.0-08;2.0-09;2.0-10;2.0-11;2.0-12;2.0-13;2.0-14;2.0-15;2.0-16;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;8.0-01,직접매핑,예,AWS 콘솔/CLI,저장·전송 구간 암호화(SSE-KMS/HTTPS/TLS) 적용 / 최소권한·계정보호·SCP 적용 / 로깅·감사·무결성 보호 활성화 / 네트워크 경계 강화·사설 경로 사용 / 환경 분리·테넌시 격리·마스킹
비밀번호·API 토큰·암호키 평문 노출,"CI/CD 파이프라인, 설정파일, 저장소 등에 비밀번호·토큰·키가 평문으로 남아 있으면 한 번의 유출로 시스템 전체가 무력화될 수 있음.",SAGE-Threat,10.0-01;10.0-02;10.0-04;16.0-01;16.0-02;16.0-03;16.0-05;2.0-01;2.0-02;2.0-03;2.0-04;2.0-05;2.0-06;2.0-07;2.0-08;2.0-09;2.0-10;2.0-11;2.0-12;2.0-13;2.0-14;2.0-15;2.0-16;3.0-01,직접매핑,예,AWS 콘솔/CLI,저장·전송 구간 암호화(SSE-KMS/HTTPS/TLS) 적용 / 로깅·감사·무결성 보호 활성화 / 변경관리/승인 기반 CI/CD
저장소·시스템 평문 저장으로 인한 개인정보/기밀 대량 유출,"저장소(버킷, DB, 백업 등), 로그가 암호화·접근통제 없이 평문으로 보관되면 침해 시 대량의 개인정보·기밀이 한꺼번에 노출될 수 있음.",SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;12.0-01;2.0-01;2.0-02;2.0-03;2.0-04;2.0-05;2.0-06;2.0-07;2.0-08;2.0-09;2.0-10;2.0-11;2.0-12;2.0-13;2.0-14;2.0-15;2.0-16;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;8.0-01;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,저장·전송 구간 암호화(SSE-KMS/HTTPS/TLS) 적용 / 최소권한·계정보호·SCP 적용 / 로깅·감사·무결성 보호 활성화 / 보존·백업·파기 정책 자동화 / 네트워크 경계 강화·사설 경로 사용
배포·변경 과정에서의 평문 민감정보 노출,배포(릴리즈) 또는 설정 변경 시 검토·정책 미비로 민감정보가 코드·이미지·설정에 포함되어 배포되면 운영 전체가 위험해짐(CI/CD 관점).,SAGE-Threat,11.0-01;11.0-02;11.0-03;11.0-04;16.0-01;16.0-02;16.0-03;16.0-05;2.0-01;2.0-02;2.0-03;2.0-04;2.0-05;2.0-06;2.0-07;2.0-08;2.0-09;2.0-10;2.0-11;2.0-12;2.0-13;2.0-14;2.0-15;2.0-16;3.0-01;6.0-03;6.0-04;6.0-07,직접매핑,예,AWS 콘솔/CLI,저장·전송 구간 암호화(SSE-KMS/HTTPS/TLS) 적용 / 로깅·감사·무결성 보호 활성화 / 모델/컨테이너 무결성·버전 관리 / 환경 분리·테넌시 격리·마스킹 / 변경관리/승인 기반 CI/CD
데이터 결합 시 식별 가능성 미확인,"기존 비식별 데이터가 신규 데이터와 결합되어 식별 가능성 발생 기존 비식별 데이터가 신규 데이터와 결합될 경우, 식별 가능성이 발생하여 재식별 위험이 커짐. 즉, 개인정보가 드러날 수 있음",SAGE-Threat,,해당없음,아니오,-,정책·표준 수립 필요(해당 매핑 항목 없음)
불완전한 가명처리,가명화 절차가 미흡해 원본 데이터와 결합 시 쉽게 재식별 가능한 취약점,SAGE-Threat,11.0-03;13.0-01;13.0-02;13.0-03;13.0-04,직접매핑,예,AWS 콘솔/CLI,환경 분리·테넌시 격리·마스킹
가명정보의 재식별 위험,"원본 데이터와 가명정보를 분리 보관하지 않거나 관리 부실 시, 학습·저장 과정에서 다른 데이터와 결합되어 재식별 가능성 증가. 분리 보관 및 접근통제 필수.",SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;11.0-03;13.0-01;13.0-02;13.0-03;13.0-04;8.0-01,직접매핑,예,AWS 콘솔/CLI,최소권한·계정보호·SCP 적용 / 네트워크 경계 강화·사설 경로 사용 / 환경 분리·테넌시 격리·마스킹
라벨링 과정에서 개인정보 유·노출,"HITL 파이프라인 등 라벨링 과정에서 개인정보·민감정보가 유출될 수 있음. 암호화·가명처리, 접근 제어, 로그 관리가 필수. 설계만이 아니라 Feature Store·Pipeline 단계에서 실제 실행돼야 함.",SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;11.0-03;13.0-01;13.0-02;13.0-03;13.0-04;16.0-01;16.0-02;16.0-03;16.0-05;2.0-01;2.0-02;2.0-03;2.0-04;2.0-05;2.0-06;2.0-07;2.0-08;2.0-09;2.0-10;2.0-11;2.0-12;2.0-13;2.0-14;2.0-15;2.0-16;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;5.0-01;5.0-02;5.0-03;5.0-04;5.0-05;5.0-06;5.0-07;8.0-01,직접매핑,예,AWS 콘솔/CLI,저장·전송 구간 암호화(SSE-KMS/HTTPS/TLS) 적용 / 최소권한·계정보호·SCP 적용 / 로깅·감사·무결성 보호 활성화 / 데이터 품질·라인리지·카탈로그 강화 / 네트워크 경계 강화·사설 경로 사용 / 환경 분리·테넌시 격리·마스킹 / 변경관리/승인 기반 CI/CD
중복 데이터 저장,동일 데이터가 여러 번 저장되어 관리 혼란 및 불필요한 자원 소모 발생.,SAGE-Threat,,해당없음,아니오,-,정책·표준 수립 필요(해당 매핑 항목 없음)
중복 지표 저장,동일 Metric이 중복 저장되면 분석 오류·모니터링 혼란 발생.,SAGE-Threat,5.0-01;5.0-02;5.0-03;5.0-04;5.0-05;5.0-06;5.0-07;6.0-04;7.0-01;7.0-02;7.0-03;7.0-04;7.0-05,직접매핑,예,AWS 콘솔/CLI,데이터 품질·라인리지·카탈로그 강화 / 모델/컨테이너 무결성·버전 관리 / 보안 모니터링·탐지/알림
컬럼명 불일치,스키마 정의와 실제 저장된 컬럼명이 달라 참조 오류가 발생할 수 있음.,SAGE-Threat,5.0-01;5.0-02;5.0-03;5.0-04;5.0-05;5.0-06;5.0-07,직접매핑,예,AWS 콘솔/CLI,데이터 품질·라인리지·카탈로그 강화
운영데이터 재사용 여부 미확인,운영 데이터가 재사용될 때 라벨링·가명처리 여부를 확인하지 않으면 개인정보 유출 위험이 증가.,SAGE-Threat,11.0-01;11.0-02;11.0-03;11.0-04;13.0-01;13.0-02;13.0-03;13.0-04;16.0-01;16.0-02;16.0-03,직접매핑,예,AWS 콘솔/CLI,환경 분리·테넌시 격리·마스킹 / 변경관리/승인 기반 CI/CD
불충분·왜곡된 데이터로 인한 예측 오류,입력 데이터의 대표성·정합성 결함이 모델 예측이 왜곡되고 품질 저하로 이어질 수 있음.,SAGE-Threat,5.0-01;5.0-02;5.0-03;5.0-04;5.0-05;5.0-06;5.0-07,직접매핑,예,AWS 콘솔/CLI,데이터 품질·라인리지·카탈로그 강화
가명정보 복원(재식별) 위험,가명정보가 원본과 분리 보관되지 않거나 관리 미흡 시 재식별 가능성 존재. 가명정보에 대해 별도 저장 위치 탐지·파기 기록 관리 가능 필요.,SAGE-Threat,11.0-03;13.0-01;13.0-02;13.0-03;13.0-04;4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;6.0-04;7.0-01;7.0-02;7.0-03;7.0-04;7.0-05;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,보존·백업·파기 정책 자동화 / 모델/컨테이너 무결성·버전 관리 / 보안 모니터링·탐지/알림 / 환경 분리·테넌시 격리·마스킹
검증(평가) 데이터셋 불충분·오염,평가용 데이터셋이 적절치 않거나 오염되면 성능·안정성 평가가 왜곡되어 잘못된 모델 검증으로 이어질 수 있음,SAGE-Threat,5.0-01;5.0-02;5.0-03;5.0-04;5.0-05;5.0-06;5.0-07,직접매핑,예,AWS 콘솔/CLI,데이터 품질·라인리지·카탈로그 강화
로그(학습·모니터링·추론)에 개인정보 및 민감정보 포함,로그에 민감정보가 포함되면 로그 접근만으로 정보 유출·남용 가능. 접근 통제·암호화·보존주기·비식별화·무결성 보호가 필요.,SAGE-Threat,1.0-01;1.0-02;1.0-03;1.0-04;1.0-05;1.0-06;2.0-01;2.0-02;2.0-03;2.0-04;2.0-05;2.0-06;2.0-07;2.0-08;2.0-09;2.0-10;2.0-11;2.0-12;2.0-13;2.0-14;2.0-15;2.0-16;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;6.0-04;7.0-01;7.0-02;7.0-03;7.0-04;7.0-05;8.0-01;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,저장·전송 구간 암호화(SSE-KMS/HTTPS/TLS) 적용 / 최소권한·계정보호·SCP 적용 / 로깅·감사·무결성 보호 활성화 / 보존·백업·파기 정책 자동화 / 모델/컨테이너 무결성·버전 관리 / 보안 모니터링·탐지/알림 / 네트워크 경계 강화·사설 경로 사용
로그 위·변조,로그 위조·삭제 시 무결성 보호 실패로 행위 추적이 불가능해짐,SAGE-Threat,3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 보존·백업·파기 정책 자동화
테스트/개발 환경에서의 비가명 PII 유포,비가명 PII가 로그·샌드박스에 포함되면 개발자 PC·테스트 버킷으로 확산되어 회수 불가. 분리·가명처리 필요,SAGE-Threat,11.0-01;11.0-02;11.0-03;11.0-04;13.0-01;13.0-02;13.0-03;13.0-04;16.0-01;16.0-02;16.0-03;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 환경 분리·테넌시 격리·마스킹 / 변경관리/승인 기반 CI/CD
민감정보 포함 학습 데이터로 인해 결과 왜곡 및 법적 문제 발생 가능,학습 데이터에 민감정보가 포함되면 차별·왜곡된 결과 초래 및 법적 불법성(예: 민감정보 활용 금지)이 모델에 반영될 수 있음.,SAGE-Threat,,해당없음,아니오,-,정책·표준 수립 필요(해당 매핑 항목 없음)
동의 철회 후 데이터 잔존으로 인한 AI 재학습/데이터 정정 불가 문제 발생,정보주체의 동의 철회 요청에도 개인정보가 삭제되지 않으면 재학습·정정 불가로 인해 법적 위반과 신뢰 손상으로 이어짐.,SAGE-Threat,4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,보존·백업·파기 정책 자동화
잘못된 개인정보의 미삭제·미수정으로 인한 데이터 무결성 손실,잘못된/변조된 개인정보가 삭제·수정되지 않으면 모델 학습에 반영되어 무결성 저하 및 배포 모델 전반에 영향.,SAGE-Threat,16.0-01;16.0-02;16.0-03;16.0-05;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 보존·백업·파기 정책 자동화 / 변경관리/승인 기반 CI/CD
데이터·모델의 무단 변경으로 인한 학습 및 배포 결과의 왜곡,학습 데이터나 모델이 무단으로 변경되면 예측이 왜곡되고 규제(GDPR 등) 위반 소지 발생.,SAGE-Threat,16.0-01;16.0-02;16.0-03;16.0-05;3.0-01,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 변경관리/승인 기반 CI/CD
데이터 오염·적대적 예제·모델 추출 공격,"데이터 포이즈닝, 적대적 샘플, 모델 복제 공격으로 무결성과 기밀성이 침해될 수 있음",SAGE-Threat,3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화
민감정보 마스킹 미흡,전처리 시 마스킹이 적용되지 않아 원본 PII가 그대로 노출될 수 있음,SAGE-Threat,11.0-03;13.0-01;13.0-02;13.0-03;13.0-04,직접매핑,예,AWS 콘솔/CLI,환경 분리·테넌시 격리·마스킹
임시파일·캐시·산출물 관리 미흡으로 인한 개인정보/PII 유출,"임시파일·캐시·체크포인트·빌드 산출물이 로그/스토리지에 남아 있거나, 만료·파기 절차가 미비하여 복구·재사용 가능으로 인해 다중고객 간 교차 유출로 이어질 수 있음",SAGE-Threat,3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 보존·백업·파기 정책 자동화
불완전한 삭제로 인한 잔존 데이터 노출,자원 폐기·스토리지 삭제 시 잔존 데이터가 남아 복구 가능하면 대량 유출 위험. 완전 삭제 검증 필요.,SAGE-Threat,4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,보존·백업·파기 정책 자동화
테넌트 간 교차 노출,멀티테넌시 격리 실패로 고객 간의 데이터가 노출되는 위험 발생. 테넌시 격리 검증 필요.,SAGE-Threat,11.0-03;13.0-01;13.0-02;13.0-03;13.0-04,직접매핑,예,AWS 콘솔/CLI,환경 분리·테넌시 격리·마스킹
학습 이력 누락,모델 지표·스냅샷·데이터 출처·하이퍼파라미터 기록이 누락되면 성능 저하 원인 분석·재현 불가.,SAGE-Threat,5.0-01;5.0-02;5.0-03;5.0-04;5.0-05;5.0-06;5.0-07,직접매핑,예,AWS 콘솔/CLI,데이터 품질·라인리지·카탈로그 강화
검토 누락으로 인한 무단 변경 반영,"변경관리·코드리뷰·배포검증 절차가 약하면 내부자 또는 침입자가 저장소 푸시, 파이프라인 토큰 악용, 배포 설정 변경으로 프로덕션 무결성을 훼손할 수 있음.",SAGE-Threat,10.0-01;10.0-02;10.0-04;16.0-01;16.0-02;16.0-03;16.0-05;2.0-16;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11,직접매핑,예,AWS 콘솔/CLI,저장·전송 구간 암호화(SSE-KMS/HTTPS/TLS) 적용 / 로깅·감사·무결성 보호 활성화 / 변경관리/승인 기반 CI/CD
스키마 변동 미반영,데이터 스키마 변경이 검증·테스트 단계에 반영되지 않아 오류가 탐지되지 않고 운영에 반영됨. 버전 관리 없이 스키마가 수정되면 모델이 참조하는 스키마와 실제 운영 스키마가 불일치하여 무결성 오류·서비스 장애 발생 위험이 큼.,SAGE-Threat,11.0-01;11.0-02;11.0-03;11.0-04;16.0-01;16.0-02;16.0-03;16.0-05;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;5.0-01;5.0-02;5.0-03;5.0-04;5.0-05;5.0-06;5.0-07;6.0-04;7.0-01;7.0-02;7.0-03;7.0-04;7.0-05,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 데이터 품질·라인리지·카탈로그 강화 / 모델/컨테이너 무결성·버전 관리 / 보안 모니터링·탐지/알림 / 환경 분리·테넌시 격리·마스킹 / 변경관리/승인 기반 CI/CD
파기 정책 미흡에 따른 데이터 무단 보관 및 규제 위반,개인정보 파기 정책이 미흡하면 데이터가 무단 보관되어 법 위반으로 이어짐. (→ 정책 준수 여부 자동 검증 및 리포트 증빙으로 해결 가능),SAGE-Threat,4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,보존·백업·파기 정책 자동화
파기 여부 증빙 불가로 인한 규제 위반,개인정보 파기 여부를 입증할 수 없으면 감사·법적 책임에서 불리. 삭제 로그 장기 보관 및 감사 대시보드 제공 필요.,SAGE-Threat,12.0-01;12.0-02;12.0-03;12.0-04;12.0-05;3.0-01;3.0-02;3.0-03;3.0-04;3.0-05;3.0-06;3.0-07;3.0-08;3.0-09;3.0-10;3.0-11;4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;5.0-05;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,로깅·감사·무결성 보호 활성화 / 보존·백업·파기 정책 자동화 / 데이터 품질·라인리지·카탈로그 강화 / 네트워크 경계 강화·사설 경로 사용
"재식별 발생 시, 개인정보에 대한 처리 중지/파기 미실행으로 인한 규제 위반",재식별이 발생했음에도 즉시 파기·중단이 이뤄지지 않으면 법적·규제 위반으로 이어짐,SAGE-Threat,4.0-01;4.0-02;4.0-03;4.0-04;4.0-07;9.0-01;9.0-03;9.0-04;9.0-05;9.0-06;9.0-07;code 4.0-06,직접매핑,예,AWS 콘솔/CLI,보존·백업·파기 정책 자동화
